frequency,word,skip1,skip2
177,atoms,nn2-vvz,62
177,anita,np0,111
177,agnew,np0,60
176,thugs,nn2,109
176,serbs,nn2,53
176,peaks,nn2-vvz,116
176,moran,np0,47
176,malik,np0,14
176,lorna,np0,65
176,lochs,nn2,58
176,hello,nn1,148
176,ferry,nn1-vvb,123
176,edgar,nn1-np0,66
176,clyde,np0,102
176,amuse,vvi,137
175,willy,np0,81
175,stern,nn1,113
175,spare,vvb,140
175,scary,aj0,124
175,otter,nn0,78
175,jesse,np0,97
175,gazed,vvd-vvn,133
175,frock,nn1,97
175,forge,vvi,153
175,clear,aj0-nn1,146
175,byron,np0,101
174,twist,vvi,142
174,slang,nn1,128
174,sheds,nn2,118
174,shear,vvb,36
174,rival,vvi,152
174,rated,vvd,129
174,races,nn2-vvz,110
174,paulo,np0,85
174,ovens,nn2,103
174,milky,aj0,133
174,leone,np0,67
174,furry,aj0,146
174,dukes,nn2,89
174,crowe,np0,50
173,spiky,aj0,125
173,madly,av0,126
173,liver,ajc,91
173,lists,vvz,142
173,flint,nn1,85
173,binds,vvz,113
173,awash,aj0,130
172,solos,nn2,61
172,piggy,nn1,49
172,mates,nn2-vvz,121
172,hated,vvn,141
172,dicey,np0,16
172,derry,np0,29
172,cried,vvn,139
172,cooks,nn2,107
171,smash,nn1,93
171,lands,nn2-vvz,115
171,knock,vvb,139
171,isles,nn2,110
171,fuzzy,aj0,121
171,dance,vvb,121
171,bowie,np0,52
171,blend,vvi,133
171,bingo,nn1,91
171,added,aj0-vvd,149
170,scale,vvi,129
170,raced,vvd-vvn,127
170,mists,nn2,137
170,madge,np0,34
170,latch,nn1,91
170,juicy,aj0,133
170,ferns,nn2,82
170,erich,np0,102
170,cages,nn2,86
170,burns,nn2-vvz,134
170,brass,nn1-vvb,132
170,began,vvn,152
170,ached,vvd,132
169,typed,vvn,87
169,throw,nn1-vvb,152
169,sport,np0,87
169,sands,np0,99
169,perch,nn1,83
169,panes,nn2,112
169,judas,np0,65
169,erika,nn1-np0,10
169,cater,vvb,128
169,ababa,np0,43
168,tiers,nn2,111
168,stead,nn1,148
168,sheen,nn1,138
168,relay,nn1,86
168,owing,vvg,133
168,meats,nn2,86
168,lynda,np0,84
168,leaps,nn2,124
168,going,aj0-nn1,96
168,brine,nn1,62
168,beset,vvn,151
167,stint,nn1,142
167,staff,vvb,120
167,salty,aj0,118
167,leans,vvz,94
167,honda,nn1-np0,77
167,hogan,np0,61
167,fetch,vvb,131
167,earls,nn2,62
167,dries,vvz,117
167,coach,vvb,63
167,charm,nn1-vvb,138
167,beats,nn2,85
166,silva,np0,68
166,rohan,np0,16
166,oaths,nn2,89
166,model,vvi,106
166,merge,vvb,132
166,masai,aj0-nn1,9
166,heavy,aj0-av0,150
166,croft,np0,79
166,creek,np0,74
166,brent,np0,102
166,beams,nn2-vvz,110
166,alibi,nn1,84
165,yield,vvb,127
165,wrong,av0,102
165,timed,vvn,136
165,stiff,aj0-nn1,141
165,sofia,np0,86
165,slack,aj0-nn1,126
165,saxon,aj0,64
165,naomi,np0,59
165,muted,aj0,131
165,mavis,np0,37
165,hippy,aj0,84
165,gravy,nn1,108
165,flick,nn1,137
165,finds,nn2,61
165,ellie,nn1-np0,8
165,comic,nn1,93
165,camps,nn2-vvz,106
165,basal,nn1,27
165,annoy,vvi,141
164,writs,nn2,78
164,unita,nn1-np0,40
164,sonar,nn1,36
164,romeo,nn1-np0,86
164,roach,nn1,24
164,paced,vvd,123
164,lancs,np0,84
164,labor,nn1,67
164,fumes,nn2-vvz,125
164,brief,nn1,139
163,vigil,nn1,105
163,slips,nn2,130
163,rents,nn2-vvz,104
163,popes,nn2,38
163,pixel,nn1,29
163,molar,aj0-nn1,14
163,lynne,np0,85
163,gilts,nn2,42
163,debts,nn2-vvz,106
163,bench,nn1-np0,78
163,bases,nn2-vvz,110
162,worth,np0,91
162,tread,nn1,94
162,slung,vvd-vvn,124
162,hangs,nn2-vvz,137
162,glynn,np0,47
162,fussy,aj0,133
162,filly,nn1,77
162,ernst,nn1-np0,67
162,drama,np0,69
162,dazed,vvn,122
162,burma,nn1-np0,56
161,stamp,nn1-vvb,95
161,slimy,aj0,122
161,lumpy,aj0,120
161,epoch,nn1,97
161,drill,nn1-vvb,70
161,cites,np0,44
161,chuck,np0,32
161,block,nn1-vvb,132
161,birch,np0,83
161,beige,aj0,112
161,based,aj0-vvd,117
161,banal,aj0,126
161,apple,nn1-vvb,109
160,spent,aj0-vvd,132
160,silks,nn2,102
160,shock,vvi,137
160,moody,aj0,126
160,mirth,nn1,125
160,march,nn1-vvb,126
160,kitty,nn1-np0,26
160,elias,np0,83
160,decay,nn1-vvb,123
160,baker,nn1,114
160,added,aj0-vvn,126
159,waves,nn2-vvz,108
159,punch,nn1-vvb,86
159,privy,aj0,105
159,kilos,nn2,100
159,horde,nn1,75
159,hanoi,np0,57
159,grimm,np0,34
159,frame,vvi,138
159,admit,nn1-vvb,141
158,white,nn1,113
158,tiger,nn1-np0,79
158,sized,aj0-vvd,130
158,level,nn1-vvb,133
158,chefs,nn2,78
157,tweed,nn1-np0,33
157,snell,np0,49
157,slick,aj0-nn1,109
157,savoy,nn1-np0,94
157,rides,vvz,120
157,lifts,nn2-vvz,106
157,leash,nn1,62
157,judge,nn1-np0,95
157,dotty,np0,7
157,cello,nn1,67
157,bryan,nn1-np0,69
157,beuno,nn1-np0,1
157,belts,nn2-vvz,104
157,adobe,np0,37
156,spill,vvi,135
156,molar,aj0,17
156,heinz,np0,105
156,guido,np0,28
156,eagle,np0,64
155,tinge,nn1,138
155,semen,nn1,64
155,quilt,nn1,93
155,nevis,np0,53
155,mecca,np0,107
155,khaki,aj0,107
155,grids,nn2,73
155,flash,aj0,104
155,films,nn2-vvz,95
155,feeds,nn2-vvz,119
155,clays,nn2,59
155,brady,nn1-np0,75
154,photo,nn1-np0,73
154,patsy,np0,42
154,mayer,np0,62
154,mania,nn1,105
154,lions,np0,58
154,inset,nn1-vvb,88
154,hurst,nn1-np0,59
154,easel,nn1,60
154,burns,vvz,141
153,zebra,nn1,64
153,vicki,np0,31
153,value,nn1-vvb,137
153,thyme,nn1,67
153,snaps,vvz,107
153,slips,nn2-vvz,128
153,rspca,nn1-np0,56
153,rings,vvz,131
153,pivot,nn1,82
153,pilot,nn1-vvb,98
153,piled,vvn,134
153,lunch,nn1-vvb,91
153,keane,np0,63
153,fined,vvd,96
153,cheat,vvi,124
153,bragg,np0,36
152,wires,nn2-vvz,107
152,visas,nn2,104
152,turin,np0,83
152,mixed,vvd,135
152,mckay,np0,70
152,limbo,nn1,124
152,grunt,nn1,107
152,gross,np0,80
152,flood,nn1-vvb,119
152,diver,nn1,69
152,bodie,nn1-np0,2
152,blues,nn2-vvz,88
151,usage,nn1-vvb,113
151,timer,nn1,70
151,stunt,nn1,86
151,strip,nn1-np0,72
151,soggy,aj0,126
151,quinn,nn1-np0,28
151,obese,aj0,50
151,hirst,np0,62
151,ernie,np0,69
151,devil,np0,93
151,cease,vvb,127
151,brash,aj0,118
151,based,vvd,128
150,watts,nn2,57
150,waite,np0,45
150,volvo,nn1,85
150,rspca,nn1,65
150,rouen,np0,63
150,parti,np0,39
150,leila,np0,10
150,goody,np0,16
150,dummy,aj0-nn1,99
150,crept,vvn,136
150,crept,vvd-vvn,121
150,cream,nn1-vvb,77
150,bowls,nn2-vvz,126
150,beats,nn2-vvz,108
150,agile,aj0,125
150,abode,nn1,107
149,vogue,nn1-np0,81
149,tunis,np0,76
149,steps,nn2-vvz,120
149,savoy,nn1,85
149,raise,nn1,113
149,raged,vvd,118
149,minus,nn1,109
149,medau,np0,16
149,forge,nn1,66
149,acton,np0,79
148,stung,vvn,123
148,stung,vvd-vvn,114
148,squid,nn0,48
148,smack,nn1,92
148,ships,nn2-vvz,118
148,scrap,vvi,112
148,route,np0,63
148,matey,np0,1
148,dyfed,np0,72
148,bumpy,aj0,121
148,brave,aj0-nn1,117
148,blush,nn1,107
148,blows,vvz,125
147,trash,nn1,81
147,shane,np0,63
147,rides,nn2-vvz,111
147,parma,np0,29
147,dream,vvb,109
147,dante,np0,93
147,bored,vvn,119
147,after,av0,128
146,tuppe,nn1-np0,1
146,tonic,aj0-nn1,54
146,thump,nn1,116
146,squad,nn1-np0,74
146,sneak,vvi,122
146,sight,nn1-vvb,127
146,serps,np0,25
146,negro,nn1,84
146,knock,nn1-vvb,87
146,kiosk,nn1,68
146,garth,np0,56
146,ernst,np0,73
146,dylan,np0,80
146,drift,nn1-vvb,110
146,denys,vvz,46
146,bytes,nn2,29
146,andre,np0,95
146,ahmad,np0,56
145,yanto,np0,1
145,weeks,np0,96
145,tease,vvi,121
145,sonia,np0,90
145,socks,nn2-vvz,113
145,slack,aj0,120
145,route,nn1-np0,57
145,regis,np0,78
145,pride,nn1-np0,85
145,paula,nn1-np0,10
145,larne,np0,31
145,flyer,nn1,82
145,emmie,np0,2
145,elise,nn1-np0,9
145,dowry,nn1,80
145,denny,np0,60
145,brook,nn1,63
145,brits,nn2,82
145,blows,nn2-vvz,122
145,bales,nn2,86
145,ariel,np0,45
144,stark,aj0-av0,133
144,shout,vvb,116
144,serfs,nn2,34
144,reich,nn1,33
144,raped,vvd,82
144,mason,nn1-np0,55
144,march,vvb,127
144,gaunt,np0,38
144,fabia,nn1-np0,1
144,earls,np0,78
144,clegg,np0,45
143,xerox,nn1-np0,75
143,robin,nn1,74
143,modal,aj0,34
143,logos,nn2,93
143,leant,vvd-vvn,91
143,jorge,np0,65
143,ileum,nn1,9
143,hirst,nn1-np0,44
143,fared,vvd,125
143,dykes,nn2,62
143,defer,vvi,124
143,cairn,nn1,54
143,brand,np0,66
142,tours,np0,67
142,shoot,nn1-vvb,99
142,robin,nn1-np0,88
142,prior,av0,71
142,madam,np0,68
142,hullo,itj,53
142,forts,nn2,58
142,flood,vvi,128
142,filed,vvd-vvn,115
142,dingy,aj0,110
142,crabs,nn2,71
142,clout,nn1,113
142,blast,nn1-vvb,83
142,barth,nn1-np0,18
142,avery,np0,56
142,adolf,np0,84
141,wilde,np0,83
141,utter,vvi,124
141,stuff,vvi,121
141,squad,np0,90
141,spray,nn1-vvb,94
141,sofas,nn2,91
141,smelt,vvd-vvn,110
141,ranks,nn2-vvz,125
141,perks,nn2,93
141,nolan,np0,56
141,hides,vvz,128
141,ebony,nn1,72
141,dubai,np0,68
141,cuffs,nn2,98
141,cores,nn2,58
141,coded,aj0,102
141,clyde,nn1-np0,84
141,broth,nn1,68
141,botha,np0,52
140,wells,nn2-vvz,72
140,walls,np0,92
140,terms,nn2-vvz,121
140,spill,nn1,67
140,soaps,nn2,82
140,seals,nn2-vvz,87
140,plain,np0,87
140,lacey,aj0,76
140,gable,nn1,72
140,feats,nn2,122
140,drawn,aj0,104
140,crows,nn2,71
140,bucks,nn2,92
140,bevin,np0,36
140,bends,nn2,93
139,tales,np0,74
139,suzie,np0,18
139,sabah,np0,38
139,radon,nn1,26
139,racks,nn2,97
139,prost,nn1-np0,31
139,paces,nn2-vvz,101
139,nodes,nn2-vvz,48
139,myers,np0,71
139,musty,aj0,114
139,mcnab,np0,10
139,josef,np0,73
139,durie,np0,36
139,crash,vvi,116
139,clips,nn2,100
139,canny,aj0,116
139,burgh,nn1,26
139,aegis,nn1,110
138,weigh,vvb,99
138,weald,np0,37
138,waugh,nn1-np0,59
138,tense,vvb,109
138,stare,vvb,90
138,stalk,nn1,89
138,slits,nn2,80
138,sling,nn1,76
138,score,vvb,87
138,punch,np0,35
138,pumps,nn2-vvz,110
138,pedro,np0,74
138,lured,vvn,117
138,level,vvi,105
138,lease,nn1-vvb,66
138,knobs,nn2,95
138,guilt,nn1-vvb,95
138,fever,nn1-vvb,103
138,faint,aj0-nn1,106
138,emmie,nn1-np0,1
138,doves,nn2,89
138,clint,np0,50
138,byron,nn1-np0,65
138,broke,aj0-vvd,121
138,blair,nn1-np0,71
138,benin,np0,54
137,waugh,np0,74
137,ultra,av0,91
137,tuned,vvn,101
137,sperm,nn0,52
137,setup,nn1,44
137,ryley,nn1-np0,30
137,noise,nn1-vvb,90
137,mover,nn1,101
137,limbs,nn2-vvz,110
137,lavas,nn2,13
137,axial,aj0,35
136,traps,nn2-vvz,102
136,sachs,np0,66
136,parry,nn1-np0,69
136,order,vvb,117
136,myles,np0,27
136,label,vvi,112
136,hated,aj0,108
136,fable,nn1,89
136,dully,av0,91
136,drugs,vvz,94
136,daddy,nn1-np0,70
136,bloom,np0,72
136,blocs,nn2,60
136,bites,nn2,79
136,ascii,nn1,34
135,rules,vvz,120
135,pulse,nn1-vvb,77
135,pines,nn2,75
135,lurch,nn1,106
135,irina,nn1-np0,7
135,goats,nn2-vvz,81
135,fleas,nn2,70
135,claus,np0,88
135,based,aj0,99
135,anjou,nn1-np0,30
134,synod,nn1,62
134,slime,nn1,104
134,shame,nn1-vvb,112
134,shade,nn1-vvb,101
134,risks,vvz,109
134,quell,vvi,112
134,palms,nn2-vvz,101
134,osman,np0,24
134,meyer,nn1-np0,66
134,masts,nn2,82
134,lakes,np0,45
134,gents,nn2,98
134,comet,nn1,73
134,celts,nn2,46
134,carve,vvi,107
133,wakes,vvz,107
133,shout,nn1-vvb,118
133,leach,np0,84
133,kicks,vvz,99
133,files,vvz,70
133,ether,nn1,66
133,daley,np0,62
133,creep,nn1,69
133,clove,nn1,44
133,bushy,aj0,96
133,brain,nn1-vvb,87
133,bombs,nn2-vvz,84
132,towns,np0,78
132,timor,np0,38
132,roots,nn2-vvz,117
132,moors,np0,37
132,metro,nn1-np0,92
132,macca,np0,9
132,lodge,vvi,108
132,flaps,nn2,68
132,dummy,nn1,72
132,drive,nn1-np0,66
132,cries,nn2-vvz,108
132,craze,nn1,96
132,chasm,nn1,103
132,chang,nn1-np0,41
132,alley,np0,70
131,undid,vvd,98
131,truro,np0,58
131,tarts,nn2,85
131,spelt,vvn,108
131,quick,av0,103
131,owens,np0,66
131,olive,np0,65
131,nanny,np0,24
131,moons,nn2,78
131,lucie,np0,19
131,lobby,vvi,111
131,float,nn1-vvb,105
131,cubes,nn2,87
131,brawl,nn1,89
131,abyss,nn1,109
130,wolfe,np0,62
130,trace,vvb,105
130,spike,np0,59
130,sores,nn2,73
130,slips,vvz,108
130,slade,np0,61
130,shrug,vvi,118
130,meryl,nn1-np0,13
130,masks,nn2-vvz,102
130,jonas,np0,61
130,irish,np0,56
130,halls,np0,77
130,daine,np0,2
130,booty,nn1,85
130,amiss,av0,107
129,stout,aj0-nn1,76
129,spike,nn1,81
129,slick,aj0,102
129,scale,nn1-vvb,75
129,rhoda,np0,17
129,norma,np0,64
129,newco,nn1-np0,3
129,hosts,nn2-vvz,83
129,fraud,nn1-np0,67
129,fabio,np0,9
129,earle,np0,49
129,creek,nn1,75
129,chore,nn1,112
129,abbey,nn1-np0,50
128,vowed,vvn,91
128,sheer,aj0-av0,109
128,shale,nn1,59
128,scoop,nn1,101
128,maura,np0,10
128,lands,np0,64
128,kodak,np0,64
128,jotan,nn1-np0,2
128,hands,nn2-vvz,106
128,fires,nn2-vvz,112
128,choke,vvi,111
128,boots,nn2-vvz,99
128,board,vvi,114
128,audit,nn1-np0,63
127,urban,np0,62
127,tyler,nn1-np0,53
127,swede,nn1,73
127,slugs,nn2,68
127,polio,nn1,43
127,plume,nn1,71
127,plate,vvb,24
127,mario,nn1-np0,43
127,marco,nn1-np0,15
127,grind,vvi,112
127,grime,nn1,104
127,frank,aj0-nn1,110
127,flake,nn1,43
127,fetus,nn1,30
127,coral,nn1,57
127,cedar,nn1,77
127,biddy,np0,9
126,smile,vvb,98
126,sammy,nn1-np0,29
126,ranch,nn1,77
126,purge,nn1,94
126,punch,vvi,91
126,monks,np0,38
126,malik,nn1-np0,27
126,heron,nn1,76
126,grown,aj0,107
126,fagin,nn1-np0,5
126,blaze,nn1-vvb,37
126,bells,np0,79
126,adapt,vvb,106
125,wally,np0,59
125,sheds,nn2-vvz,100
125,pratt,np0,78
125,plots,nn2-vvz,101
125,penge,np0,9
125,osaka,np0,62
125,nahum,np0,4
125,mimic,vvi,92
125,merit,vvi,111
125,livid,aj0,103
125,jumps,nn2,83
125,froth,nn1,103
125,eline,nn1-np0,1
125,bowed,vvd-vvn,108
125,bench,nn1-vvb,97
124,vista,nn1,98
124,tilda,np0,6
124,takes,nn2-vvz,103
124,sieve,nn1,64
124,rufus,nn1-np0,21
124,poise,nn1,109
124,piled,vvd-vvn,112
124,mores,nn2,92
124,lacks,nn2-vvz,107
124,kathy,np0,76
124,epsom,nn1-np0,75
124,canal,nn1-np0,59
124,buggy,nn1,67
124,alien,nn1,86
123,wreck,vvi,93
123,wager,nn1,74
123,volts,nn2,72
123,tyler,np0,48
123,terse,aj0,102
123,taste,nn1-vvb,106
123,stych,np0,1
123,sammy,np0,49
123,renfe,nn1-np0,5
123,rabbi,nn1,51
123,plums,nn2,85
123,mould,nn1-np0,14
123,maman,nn1-np0,15
123,links,np0,94
123,larva,nn1,24
123,laird,nn1,26
123,guess,nn1-vvb,102
123,fidel,np0,67
123,dwyer,np0,40
123,decay,vvi,92
123,cried,vvd-vvn,110
123,blame,nn1-vvb,114
122,viral,aj0-nn1,61
122,storm,nn1-vvb,95
122,serum,nn1-np0,18
122,scots,np0,43
122,paved,aj0,84
122,noted,aj0,106
122,mauve,aj0,81
122,mares,nn2,38
122,koons,np0,13
122,hawes,np0,36
122,hares,nn2,86
122,drake,np0,76
122,chess,nn1-vvb,84
122,baird,np0,71
122,astra,np0,70
121,verdi,np0,51
121,spelt,vvd-vvn,95
121,rocks,nn2-vvz,80
121,kirby,np0,63
121,kaifu,np0,33
121,gowns,nn2,83
121,given,prp,103
121,digby,np0,37
121,dared,vvd-vvn,85
121,black,nn1,91
121,alida,np0,1
120,worms,nn2-vvz,59
120,typed,vvd,58
120,stamp,np0,59
120,seedy,aj0,103
120,rolle,np0,7
120,kelso,np0,47
120,gamma,np0,15
120,exert,vvb,104
120,eagle,nn1-np0,45
120,dhabi,np0,42
120,crack,nn1-vvb,90
120,crack,aj0-nn1,78
120,corby,np0,46
120,colds,nn2,73
120,bonds,np0,58
120,anger,nn1-np0,97
119,weave,vvi,85
119,urged,aj0-vvd,97
119,stink,nn1,86
119,spiro,np0,25
119,spell,nn1-vvb,78
119,niger,np0,49
119,hinge,nn1,86
119,glaxo,nn1-np0,53
119,frodo,nn1-np0,5
119,fonda,np0,48
119,flush,vvi,99
119,faded,aj0-vvd,105
119,dumas,np0,60
119,clans,nn2,74
119,blunt,np0,39
119,acrid,aj0,99
118,waive,vvi,74
118,tuppe,np0,2
118,topaz,nn1-np0,3
118,slavs,nn2,35
118,selby,np0,50
118,pride,nn1-vvb,103
118,pages,np0,60
118,mould,vvi,102
118,loves,nn2-vvz,107
118,islam,nn1-np0,44
118,heels,nn2-vvz,100
118,heats,nn2,68
118,gargy,np0,28
118,fates,nn2,92
118,empty,vvb,111
118,dwarf,nn1-np0,23
118,drone,nn1,81
118,budge,vvi,106
118,ascot,np0,71
117,wired,vvn,87
117,roast,aj0-nn1,82
117,recur,vvi,92
117,piper,nn1-np0,52
117,owned,aj0,86
117,nappy,nn1,70
117,mason,nn1,56
117,manly,aj0,99
117,levin,np0,56
117,kuala,np0,73
117,jumps,nn2-vvz,97
117,irate,aj0,102
117,iraqi,aj0-nn1,32
117,graft,nn1,72
117,glaze,nn1,61
117,gills,nn2,53
117,foggy,aj0,88
117,dryer,nn1,62
116,waved,vvd-vvn,100
116,toast,nn1-vvb,86
116,taxes,nn2-vvz,75
116,snout,nn1,79
116,orion,nn1-np0,49
116,nsaid,np0,5
116,mince,nn1,64
116,lithe,aj0,90
116,holds,nn2,63
116,hawks,nn2,70
116,grade,np0,55
116,gloom,nn1-vvb,103
116,giggs,np0,25
116,freak,nn1,98
116,drill,vvi,69
116,cheek,nn1-vvb,87
116,bumps,nn2,97
116,bowes,np0,39
116,ashes,np0,54
116,annie,nn1-np0,17
116,amman,np0,44
116,amber,nn1,50
116,alain,aj0-nn1,60
115,toads,nn2,38
115,swann,np0,42
115,soups,nn2,59
115,quick,aj0-nn1,100
115,pride,np0,86
115,plain,av0,101
115,pause,vvb,85
115,lenny,np0,54
115,jumps,vvz,91
115,jetty,nn1,65
115,issue,vvb,85
115,gough,np0,58
115,glued,vvn,82
115,ensue,vvi,98
115,enoch,np0,64
115,eliza,np0,45
115,drier,ajc,83
115,click,nn1-vvb,51
115,bevan,nn1-np0,80
115,bella,nn1-np0,24
115,arden,np0,51
115,amber,aj0,83
115,allay,vvi,110
114,whine,nn1,84
114,vices,nn2,88
114,unmet,nn1,42
114,tight,av0,98
114,stool,nn1-vvb,50
114,sinks,nn2-vvz,90
114,paved,vvd,94
114,ollie,np0,32
114,nuadu,nn1-np0,2
114,ixora,np0,3
114,hoare,np0,65
114,gusto,nn1,105
114,enema,nn1,23
114,coped,vvn,100
114,chase,np0,76
114,chair,vvi,95
114,brook,nn1-np0,46
114,braid,nn1,50
114,beryl,np0,57
114,backs,nn2-vvz,95
114,assad,np0,36
114,ankle,nn1-vvb,81
113,tawno,np0,1
113,sikes,np0,5
113,scowl,nn1,69
113,salon,nn1-np0,30
113,rouse,vvi,91
113,quiet,vvb,104
113,pubic,aj0,65
113,poses,nn2-vvz,93
113,plugs,nn2,73
113,pitch,vvi,100
113,perot,np0,28
113,navel,nn1,86
113,lyric,aj0-nn1,73
113,looms,nn2,59
113,laird,np0,61
113,higgs,np0,40
113,getty,np0,28
113,funky,aj0,52
113,fanny,np0,57
113,elite,aj0,48
113,drift,vvb,97
113,dined,vvd,93
113,colic,aj0,40
113,cheat,nn1,77
113,blind,vvi,99
113,betsy,nn1-np0,12
113,berks,np0,57
112,winds,nn2-vvz,88
112,think,nn1,101
112,tears,nn2-vvz,99
112,steep,aj0-nn1,73
112,stays,nn2-vvz,101
112,snort,nn1,80
112,sniff,vvi,88
112,qatar,np0,45
112,pants,nn2-vvz,82
112,nexus,nn1,79
112,natal,np0,58
112,lorne,np0,18
112,looms,nn2-vvz,83
112,lagos,np0,54
112,heidi,np0,23
112,gruff,aj0,93
112,gaped,vvd,81
112,dalek,nn1-np0,8
112,cloud,nn1-vvb,85
112,chung,np0,41
112,capri,np0,49
112,cadet,nn1,73
112,bound,aj0,65
112,asian,aj0-nn1,65
111,wants,nn2,78
111,tesco,nn1-np0,45
111,taboo,aj0-nn1,60
111,spoon,nn1-vvb,47
111,sniff,nn1,87
111,shine,nn1-vvb,82
111,shake,nn1-vvb,94
111,sense,vvb,98
111,rabbi,np0,42
111,nutty,np0,4
111,mules,nn2,52
111,mitch,np0,26
111,loose,vvi,91
111,loner,nn1,83
111,gazza,nn1-np0,25
111,ewing,np0,47
111,docks,np0,65
111,bribe,nn1,84
111,avail,vvi,92
110,unite,vvb,96
110,trick,nn1-vvb,88
110,trace,np0,22
110,stowe,np0,53
110,sects,nn2,67
110,plaid,nn1,66
110,peers,nn2-vvz,85
110,nikos,np0,11
110,memos,nn2,62
110,mayor,nn1-np0,46
110,lyell,np0,31
110,laura,nn1-np0,20
110,guild,nn1-np0,62
110,furby,nn1-np0,30
110,fella,nn1,69
110,ebert,np0,8
110,drawl,nn1,70
110,color,nn1,46
110,chase,vvb,94
110,buddy,nn1,66
109,teach,nn1-vvb,96
109,tamar,np0,13
109,sneer,nn1,92
109,seles,np0,21
109,samoa,np0,40
109,prose,nn1-vvb,70
109,penny,nn1-np0,59
109,palsy,nn1,59
109,major,nn1,60
109,magee,nn1-np0,23
109,input,vvd-vvn,86
109,hywel,np0,9
109,hydra,nn1,9
109,feeds,nn2,65
109,diets,nn2-vvz,48
109,dalai,np0,36
109,breed,vvb,72
109,arena,np0,73
108,wales,nn2,48
108,stray,vvi,90
108,stems,vvz,101
108,reply,vvb,84
108,milly,np0,12
108,kurds,nn2,46
108,greta,np0,47
108,gough,nn1-np0,41
108,globe,nn1-np0,52
108,georg,np0,63
108,genoa,np0,60
108,gasps,nn2,94
108,freak,aj0-nn1,81
108,forgo,vvi,91
108,folio,nn1,38
108,float,vvb,89
108,expel,vvi,85
108,dyson,nn1-np0,12
108,dried,vvd-vvn,86
108,drake,nn1,23
108,canon,nn1-np0,57
108,bonar,np0,13
108,arias,nn2,34
108,aaron,nn1-np0,45
107,wilts,np0,42
107,waged,vvn,91
107,timmy,np0,23
107,tacky,aj0,90
107,straw,nn1-vvb,81
107,spent,aj0-vvn,100
107,shelf,nn1-vvb,72
107,rapid,aj0-nn1,83
107,raids,nn2-vvz,83
107,pavel,np0,57
107,mites,nn2,41
107,joker,nn1,83
107,jeeps,nn2,36
107,foray,nn1,97
107,flush,av0,72
107,fling,nn1,87
107,enact,vvi,82
107,docks,nn2-vvz,74
107,dates,vvz,93
107,dated,aj0-vvn,87
107,choir,nn1-np0,64
107,banda,np0,38
107,baked,aj0-vvd,73
107,angie,np0,34
107,anger,vvi,91
106,woody,aj0,74
106,whyte,nn1-np0,43
106,views,vvz,88
106,trout,nn0,44
106,trace,nn1-vvb,69
106,slant,nn1,94
106,sched,np0,14
106,rosen,np0,38
106,names,vvz,95
106,motel,nn1,49
106,loves,nn2,87
106,loath,aj0,91
106,leapt,vvn,94
106,kitty,np0,32
106,haven,np0,67
106,frith,np0,38
106,flash,vvi,87
106,emlyn,np0,34
106,elgin,np0,57
106,dylan,nn1-np0,45
106,dummy,aj0,67
106,cares,nn2-vvz,98
106,afoot,av0,87
106,adage,nn1,100
106,aches,nn2,90
105,wield,vvi,88
105,unlit,aj0,85
105,tunes,nn2-vvz,71
105,tolls,nn2,59
105,split,aj0-vvn,91
105,sooty,aj0,71
105,shuts,vvz,90
105,shave,vvi,91
105,shalt,vm0,59
105,rated,aj0,44
105,raked,vvd,74
105,prize,nn1-vvb,87
105,prick,nn1,72
105,madge,nn1-np0,33
105,light,vvb,95
105,guard,vvb,95
105,group,vvb,74
105,greed,nn1-vvb,92
105,frere,np0,7
105,dived,vvd-vvn,81
105,davey,np0,49
105,crude,aj0-nn1,77
105,chang,np0,41
105,bevan,np0,67
105,beads,nn2-vvz,78
105,batty,aj0,34
105,basil,nn1-np0,27
105,arnie,np0,25
104,tariq,np0,41
104,sunil,np0,13
104,spawn,vvi,49
104,screw,vvi,90
104,screw,vvb,55
104,roman,nn1,65
104,radio,np0,69
104,racer,nn1,62
104,paste,nn1-vvb,64
104,omagh,np0,26
104,maura,nn1-np0,3
104,lyric,aj0,45
104,hunch,nn1,89
104,hanna,np0,63
104,greet,vvb,95
104,grabs,vvz,74
104,freed,vvd,82
104,flags,nn2-vvz,86
104,fagan,np0,45
104,drain,vvb,58
104,dicta,nn2,57
104,colts,nn2,52
104,capel,np0,67
104,caine,np0,49
104,barbs,np0,9
103,towed,vvn,83
103,tawny,aj0-nn1,40
103,sweep,vvb,88
103,stent,aj0,5
103,sheff,np0,22
103,sheaf,nn1,77
103,satan,nn1-np0,47
103,raman,nn1-np0,8
103,patch,nn1-vvb,80
103,paolo,np0,59
103,nolan,nn1-np0,39
103,loins,nn2,75
103,leila,nn1-np0,5
103,katie,nn1-np0,30
103,idols,nn2,75
103,hazel,aj0-nn1,67
103,foals,nn2,22
103,fangs,nn2,65
103,drury,np0,66
103,dregs,nn2,85
103,curia,nn1,15
103,clerk,np0,46
103,cheer,vvb,89
103,canes,nn2,55
103,bored,vvd-vvn,84
103,apace,av0,92
102,weedy,aj0,72
102,vomit,nn1,85
102,twist,np0,61
102,trust,np0,46
102,super,aj0-nn1,63
102,slope,nn1-vvb,65
102,slick,nn1,57
102,shore,vvi,88
102,sabha,np0,28
102,rinse,nn1,53
102,reeve,nn1-np0,35
102,porto,nn1-np0,30
102,pitch,nn1-vvb,78
102,oates,np0,38
102,macao,np0,29
102,lille,np0,49
102,herbs,nn2-vvz,36
